item,frequency,support_percent,total_utility,utility_percent,category,rank_by_frequency,rank_by_utility,rank_difference
PANTRY KITCHEN THERMOMETER ,29,0.16092336718273126,124.52,0.0013796890407910317,Others,2553,2968,-415
TUSCAN VILLA BIRD TABLE ,10,0.05549081626990733,123.75,0.001371157394779073,Others,3163,2969,194
OYSTER TRINKET BOX,19,0.10543255091282391,123.66,0.0013701601894010517,Others,2837,2970,-133
POPART RECT PENCIL SHARPENER ASST,29,0.16092336718273126,123.24000000000001,0.00136550656430362,Others,2553,2971,-418
NUMBER TILE COTTAGE GARDEN 8,19,0.10543255091282391,123.21,0.0013651741625109461,Others,2837,2972,-135
CRYSTAL STUD EARRINGS CLEAR DISPLAY,7,0.03884357138893513,123.12,0.0013641769571329251,Others,3346,2973,373
ICON PLACEMAT POP ART ELVIS,29,0.16092336718273126,122.85000000000001,0.0013611853409988617,Others,2553,2974,-421
PURPLE GEMSTONE BRACELET,10,0.05549081626990733,122.84,0.0013610745404013039,Others,3163,2975,188
NUMBER TILE COTTAGE GARDEN 9,18,0.09988346928583319,122.50999999999999,0.0013574181206818929,Others,2871,2976,-105
BLUE ROUND COMPACT MIRROR,17,0.09433438765884246,122.17999999999999,0.0013537617009624818,Others,2905,2977,-72
CANDY SPOT HEART DECORATION,50,0.27745408134953664,122.08,0.001352653694986903,Others,2117,2978,-861
BOX/12 CHICK & EGG IN BASKET,40,0.22196326507962932,121.71,0.0013485540728772603,Others,2297,2979,-682
TURQUOISE GLASS TASSLE BAG CHARM ,20,0.11098163253981466,121.38,0.0013448976531578495,Others,2804,2980,-176
"RETRO ""TEA FOR ONE"" ",17,0.09433438765884246,120.99,0.0013405764298530913,Others,2905,2981,-76
PIG MUG IN TWO COLOUR DESIGNS,15,0.083236224404861,120.91,0.0013396900250726282,Others,2970,2982,-12
ZINC HEART LATTICE 2 WALL PLANTER,11,0.06103989789689806,120.64999999999999,0.0013368092095361224,Others,3117,2983,134
DAISY FOLKART HEART DECORATION,16,0.08878530603185172,120.0,0.0013296071706948586,Others,2935,2984,-49
GIFT BAG LARGE SPOT ,6,0.0332944897619444,120.0,0.0013296071706948586,Others,3410,2984,426
ANT COPPER RED BOUDICCA BRACELET,21,0.1165307141668054,119.91,0.0013286099653168374,Others,2775,2986,-211
BLUE MURANO TWIST NECKLACE,11,0.06103989789689806,119.89,0.0013283883641217217,Others,3117,2987,130
LUNCH BAG VINTAGE DOILEY ,5,0.027745408134953665,119.63,0.0013255075485852162,Others,3475,2988,487
VINTAGE ZINC WATERING CAN,7,0.03884357138893513,119.5,0.0013240671408169635,Others,3346,2989,357
BLOND DOLL DOORSTOP,12,0.0665889795238888,119.25,0.0013212971258780158,Others,3080,2990,90
TURQUOISE CRYSTAL+GLASS BRACELET,11,0.06103989789689806,119.23,0.0013210755246829,Others,3117,2991,126
GROOVY CACTUS INFLATABLE,22,0.12207979579379612,119.08999999999999,0.0013195243163170891,Others,2749,2992,-243
STRIPES DESIGN MONKEY DOLL,22,0.12207979579379612,118.73,0.0013155354948050048,Others,2749,2993,-244
AMBER CHUNKY BEAD BRACELET W STRAP,9,0.049941734642916596,117.73,0.0013044554350492143,Others,3218,2994,224
WRAP RED DOILEY,12,0.0665889795238888,117.6,0.0013030150272809614,Others,3080,2995,85
HEART T-LIGHT HOLDER ,15,0.083236224404861,117.57,0.0013026826254882878,Others,2970,2996,-26
PAIR OF PINK FLOWER CLUSTER SLIDE,36,0.19976693857166639,117.39999999999999,0.0013007990153298032,Others,2386,2997,-611
WHITE/PINK CHICK DECORATION,15,0.083236224404861,117.37,0.0013004666135371299,Others,2970,2998,-28
SET 4 PICNIC CUTLERY BLUEBERRY,7,0.03884357138893513,117.0,0.0012963669914274872,Others,3346,3000,346
SET OF 12 T-LIGHTS VINTAGE DOILEY,5,0.027745408134953665,117.0,0.0012963669914274872,Others,3475,3000,475
CITRUS GARLAND FELT FLOWERS ,14,0.07768714277787026,117.0,0.0012963669914274872,Others,3007,3000,7
ZINC SWEETHEART SOAP DISH,21,0.1165307141668054,116.82000000000001,0.0012943725806714452,Others,2775,3002,-227
SUMMER FUN DESIGN SHOWER CAP,18,0.09988346928583319,116.32999999999998,0.0012889433513911075,Others,2871,3003,-132
PINK ROSEBUD PEARL BRACELET,13,0.07213806115087953,115.67,0.0012816305119522859,Others,3043,3004,39
TUSCAN VILLA BIRD FEEDER,8,0.04439265301592586,115.63,0.0012811873095620542,Others,3277,3005,272
GREEN METAL BOX TOP SECRET,3,0.0166472448809722,115.5,0.0012797469017938015,Others,3640,3006,634
ASS DES PHONE SPONGE CRAFT STICKER,13,0.07213806115087953,115.39,0.0012785280952206646,Others,3043,3007,36
RED ENAMEL FLOWER RING,18,0.09988346928583319,114.62,0.0012699964492087058,Others,2871,3008,-137
LONG SILVER NECKLACE PASTEL FLOWER,6,0.0332944897619444,114.48,0.0012684452408428953,Others,3410,3009,401
WALL ART BICYCLE SAFTEY ,3,0.0166472448809722,114.15,0.0012647888211234843,Others,3640,3010,630
TURQ STONE/CRYSTAL EARRINGS,31,0.17202153043671273,113.97,0.001262794410367442,Others,2499,3011,-512
ASSORTED SANSKRIT MINI NOTEBOOK,5,0.027745408134953665,113.75,0.0012603567972211682,Others,3475,3012,463
POLKADOT MUG PINK ,12,0.0665889795238888,113.4,0.0012564787763066415,Others,3080,3013,67
FRENCH STYLE STORAGE JAR JAM,29,0.16092336718273126,113.10999999999999,0.0012532655589774621,Others,2553,3014,-461
ASS FLORAL PRINT SPIRIT LEVEL ,37,0.2053160201986571,112.81,0.0012499415410507251,Others,2365,3015,-650
PSYCHEDELIC WALL THERMOMETER,14,0.07768714277787026,112.48,0.0012462851213313143,Others,3007,3016,-9
NECKLACE+BRACELET SET BLUE BLOSSOM,26,0.14427612230175907,112.21,0.0012432935051972507,Others,2633,3017,-384
"LETTER ""A"" BLING KEY RING",56,0.310748571111481,111.66,0.001237199472331566,Others,2034,3018,-984
WHITE CHRYSANTHEMUMS ART FLOWER,7,0.03884357138893513,111.3,0.0012332106508194814,Others,3346,3019,327
FRENCH PAISLEY CUSHION COVER,14,0.07768714277787026,111.22000000000001,0.0012323242460390183,Others,3007,3020,-13
MOROCCAN BEATEN METAL DISH,5,0.027745408134953665,110.33999999999999,0.0012225737934539226,Others,3475,3021,454
PURPLE BERTIE GLASS BEAD BAG CHARM,19,0.10543255091282391,110.03,0.0012191389749296275,Others,2837,3022,-185
POSY CANDY BAG,16,0.08878530603185172,109.96,0.0012183633707467223,Others,2935,3023,-88
FRENCH ENAMEL UTENSIL HOLDER,14,0.07768714277787026,109.71000000000001,0.0012155933558077748,Others,3007,3024,-17
VINTAGE KITCHEN PRINT PUDDINGS,7,0.03884357138893513,109.65,0.0012149285522224272,Others,3346,3025,321
GREEN MURANO TWIST NECKLACE,8,0.04439265301592586,109.53999999999999,0.00121370974564929,Others,3277,3026,251
PINK CRYSTAL+GLASS BRACELET,14,0.07768714277787026,109.48,0.0012130449420639428,Others,3007,3027,-20
FROSTED WHITE BASE ,22,0.12207979579379612,109.44,0.001212601739673711,Others,2749,3028,-279
HANGING BAUBLE T-LIGHT HOLDER LARGE,15,0.083236224404861,108.71000000000001,0.001204513296051984,Others,2970,3029,-59
WOODLAND LARGE PINK FELT HEART,10,0.05549081626990733,108.47,0.0012018540817105943,Others,3163,3030,133
PAPER LANTERN 6 POINT SNOW STAR,6,0.0332944897619444,107.9,0.0011955384476497939,Others,3410,3031,379
BEADED CRYSTAL HEART BLUE SMALL,15,0.083236224404861,107.31,0.0011890012123938775,Others,2970,3032,-62
HOUSE WRECKING METAL SIGN ,23,0.12762887742078685,107.10000000000001,0.0011866743998451615,Others,2721,3033,-312
PINK OVAL JEWELLED MIRROR,10,0.05549081626990733,107.1,0.0011866743998451613,Others,3163,3034,129
SET 10 CARDS DINKY TREE 17076,16,0.08878530603185172,107.07000000000001,0.001186341998052488,Others,2935,3035,-100
SPACE CADET WHITE,29,0.16092336718273126,106.53,0.001180358765784361,Others,2553,3036,-483
PINK BERTIE GLASS BEAD BAG CHARM,10,0.05549081626990733,106.24,0.0011771455484551815,Others,3163,3037,126
TROPICAL LUGGAGE TAG,33,0.1831196936906942,105.91,0.0011734891287357707,Others,2450,3038,-588
VINTAGE NOTEBOOK TRAVELOGUE,13,0.07213806115087953,105.73,0.0011714947179797285,Others,3043,3039,4
SILVER/M.O.P PENDANT ORBIT NECKLACE,7,0.03884357138893513,105.71000000000001,0.0011712731167846126,Others,3346,3040,306
AMBER DIAMANTE EXPANDABLE RING,12,0.0665889795238888,105.53,0.0011692787060285704,Others,3080,3041,39
PAIR BUTTERFLY HAIR CLIPS,16,0.08878530603185172,105.34,0.0011671734946749701,Others,2935,3042,-107
FOUR RABBIT EASTER DECORATIONS,15,0.083236224404861,104.84,0.001161633464797075,Others,2970,3044,-74
MIDNIGHT BLUE PAIR HEART HAIR SLIDE,23,0.12762887742078685,104.84,0.001161633464797075,Others,2721,3044,-323
PINK SQUARE TABLE CLOCK,14,0.07768714277787026,104.84,0.001161633464797075,Others,3007,3044,-37
RUBY GLASS CLUSTER BRACELET,13,0.07213806115087953,104.79,0.0011610794618092854,Others,3043,3046,-3
DRAGONS BLOOD INCENSE,39,0.2164141834526386,104.44,0.0011572014408947587,Others,2316,3047,-731
CAKES AND RABBITS DESIGN FLANNEL ,47,0.26080683646856445,103.89,0.0011511074080290738,Others,2161,3048,-887
LARGE ZINC GLASS CANDLEHOLDER,10,0.05549081626990733,103.46,0.001146342982334084,Others,3163,3049,114
PACK/12 XMAS FUN CARD,11,0.06103989789689806,103.25000000000001,0.0011440161697853681,Others,3117,3050,67
IVORY SHELL HEART NECKLACE,8,0.04439265301592586,103.13,0.0011426865626146731,Others,3277,3051,226
LAVENDER SCENT CAKE CANDLE,11,0.06103989789689806,102.96,0.0011408029524561888,Others,3117,3052,65
75 GREEN FAIRY CAKE CASES,42,0.2330614283336108,102.91,0.0011402489494683993,Others,2253,3053,-800
NUMBER TILE VINTAGE FONT 0,16,0.08878530603185172,102.46,0.0011352629225782934,Others,2935,3054,-119
WHITE VINT ART DECO CRYSTAL NECKLAC,8,0.04439265301592586,102.0,0.00113016609509063,Others,3277,3055,222
PURPLE GEMSTONE NECKLACE 45CM,5,0.027745408134953665,102.0,0.00113016609509063,Others,3475,3055,420
HILDA CANDY SPOT RABBIT,15,0.083236224404861,101.73,0.0011271744789565663,Others,2970,3057,-87
"LARGE CAKE TOWEL, CHOCOLATE SPOTS",8,0.04439265301592586,101.53,0.0011249584670054084,Others,3277,3058,219
BANK ACCOUNT  GREETING  CARD ,36,0.19976693857166639,101.48,0.0011244044640176189,Others,2386,3059,-673
PAINTED LIGHTBULB STAR+ MOON,52,0.28855224460351814,101.13,0.0011205264431030921,Others,2088,3060,-972
BLUE GEISHA GIRL ,22,0.12207979579379612,101.08,0.0011199724401153026,Others,2749,3061,-312
GREEN GEISHA GIRL ,25,0.13872704067476832,101.05,0.001119640038322629,Others,2664,3062,-398
MINI HIGHLIGHTER PENS,4,0.02219632650796293,100.80000000000001,0.0011168700233836816,Others,3551,3063,488
PINK/FLOWER RABBIT EGG WARMER ,15,0.083236224404861,100.76,0.0011164268209934497,Others,2970,3064,-94
DAISY HAIR BAND,35,0.19421785694467567,100.72999999999999,0.0011160944192007759,Others,2408,3065,-657
Dotcomgiftshop Gift Voucher Â£40.00,3,0.0166472448809722,100.69999999999999,0.001115762017408102,Others,3640,3066,574
MIRRORED WALL ART FOXY,9,0.049941734642916596,100.66000000000001,0.0011153188150178708,Others,3218,3067,151
LARGE BLUE PROVENCAL CERAMIC BALL,10,0.05549081626990733,100.45,0.0011129920024691548,Others,3163,3068,95
VINTAGE ZINC PLANTER  ,10,0.05549081626990733,100.34,0.0011117731958960177,Others,3163,3069,94
BLACK/WHITE GLASS/SILVER BRACELET,7,0.03884357138893513,100.08999999999999,0.00110900318095707,Others,3346,3070,276
CLASSICAL ROSE CANDLESTAND,10,0.05549081626990733,99.80000000000001,0.0011057899636278908,Others,3163,3071,92
LILY BROOCH OLIVE COLOUR,15,0.083236224404861,99.60000000000001,0.001103573951676733,Others,2970,3072,-102
SET 10 CARDS RED RIDING HOOD 17214,16,0.08878530603185172,99.60000000000001,0.001103573951676733,Others,2935,3072,-137
MISELTOE HEART WREATH ,3,0.0166472448809722,99.6,0.0011035739516767327,Others,3640,3074,566
AMBER DROP EARRINGS W LONG BEADS,22,0.12207979579379612,99.54,0.0011029091480913853,Others,2749,3075,-326
LAVENDER INCENSE IN TIN,25,0.13872704067476832,99.28999999999999,0.0011001391331524376,Others,2664,3076,-412
VINTAGE ZINC WATERING CAN SMALL,8,0.04439265301592586,99.2,0.0010991419277744166,Others,3277,3077,200
TUSCAN VILLA FEEDING STATION,7,0.03884357138893513,99.0,0.0010969259158232585,Others,3346,3078,268
BUNDLE OF 3 RETRO EXERCISE BOOKS,5,0.027745408134953665,99.0,0.0010969259158232585,Others,3475,3078,397
PAINTED LIGHTBULB RAINBOW DESIGN,51,0.2830031629765274,98.53999999999999,0.0010918290883355948,Others,2103,3080,-977
ENAMEL BLUE RIM COFFEE CONTAINER,19,0.10543255091282391,98.11,0.0010870646626406047,Others,2837,3081,-244
CHERRY BLOSSOM CANVAS ART PICTURE,6,0.0332944897619444,97.95,0.0010852918530796785,Others,3410,3082,328
PINK FELT HANGING HEART W FLOWER,19,0.10543255091282391,97.52,0.0010805274273846886,Others,2837,3083,-246
CRYSTAL PAIR HEART HAIR SLIDES,15,0.083236224404861,97.26,0.001077646611848183,Others,2970,3084,-114
BLUE GREEN EMBROIDERY COSMETIC BAG,22,0.12207979579379612,97.13,0.0010762062040799302,Others,2749,3085,-336
PINK HYDRANGEA ART FLOWER,5,0.027745408134953665,96.60000000000001,0.0010703337724093614,Others,3475,3086,389
GOLD M.O.P ORBIT BRACELET,18,0.09988346928583319,96.52000000000001,0.001069447367628898,Others,2871,3087,-216
SET/3 RABBITS FLOWER SKIPPPING ROPE,25,0.13872704067476832,96.41,0.001068228561055761,Others,2664,3088,-424
SET 4 PICNIC CUTLERY CHERRY ,7,0.03884357138893513,95.55,0.0010586997096657812,Others,3346,3089,257
SET 8 CANDLES VINTAGE DOILEY,5,0.027745408134953665,95.55,0.0010586997096657812,Others,3475,3089,386
SWEET PUDDING STICKER SHEET,36,0.19976693857166639,95.52999999999999,0.0010584781084706652,Others,2386,3091,-705
RECIPE BOX WITH METAL HEART,6,0.0332944897619444,95.4,0.0010570377007024128,Others,3410,3092,318
"FLOWER GLASS GARLAND NECKL.36""BLACK",5,0.027745408134953665,95.35000000000001,0.0010564836977146233,Others,3475,3093,382
FINE SILVER NECKLACE W PASTEL FLOWE,7,0.03884357138893513,95.35000000000001,0.0010564836977146233,Others,3346,3093,253
AMBER CHUNKY GLASS+BEAD NECKLACE,8,0.04439265301592586,95.25,0.0010553756917390442,Others,3277,3095,182
TEATIME PUSH DOWN RUBBER,11,0.06103989789689806,95.14,0.0010541568851659073,Others,3117,3096,21
FLAMES SUNGLASSES PINK LENSES,8,0.04439265301592586,95.10000000000001,0.0010537136827756756,Others,3277,3097,180
SNACK TRAY RED GINGHAM,12,0.0665889795238888,94.52,0.001047287248117317,Others,3080,3098,-18
WRAP CAROUSEL,8,0.04439265301592586,94.5,0.0010470656469222014,Others,3277,3099,178
TEAL/FUSCHIA COL BEAD NECKLACE,13,0.07213806115087953,94.43,0.001046290042739296,Others,3043,3100,-57
VIP PASSPORT COVER ,17,0.09433438765884246,94.04,0.0010419688194345377,Others,2905,3101,-196
HOME SWEEET HOME 3 PEG HANGER ,4,0.02219632650796293,93.75,0.0010387556021053583,Others,3551,3102,449
BLUE PAISLEY NOTEBOOK,23,0.12762887742078685,92.39999999999999,0.001023797521435041,Others,2721,3103,-382
WOODLAND LARGE BLUE FELT HEART,10,0.05549081626990733,92.22,0.001021803110678999,Others,3163,3104,59
PINK MARSHMALLOW SCARF KNITTING KIT,1,0.005549081626990733,91.8,0.0010171494855815669,Others,3920,3105,815
PINK GLASS CHUNKY CHARM BRACELET,9,0.049941734642916596,91.68,0.001015819878410872,Others,3218,3106,112
VINTAGE KEEPSAKE BOX PINK FLOWER,15,0.083236224404861,91.48,0.001013603866459714,Others,2970,3107,-137
PAISLEY PATTERN  STICKERS,30,0.166472448809722,91.46,0.001013382265264598,Others,2528,3108,-580
ROUND WHITE CONFETTI IN TUBE,9,0.049941734642916596,90.68,0.0010047398186550816,Others,3218,3109,109
JASMINE VOTIVE CANDLE,12,0.0665889795238888,90.33999999999999,0.0010009725983381127,Others,3080,3110,-30
PINK ROSEBUD & PEARL NECKLACE,9,0.049941734642916596,90.32,0.001000750997142997,Others,3218,3111,107
SILVER  CANDLEPOT JARDIN ,7,0.03884357138893513,90.0,0.000997205378021144,Others,3346,3112,234
PACKING CHARGE,12,0.0665889795238888,90.0,0.000997205378021144,Others,3080,3112,-32
BAG OF SILVER STONES,13,0.07213806115087953,89.95,0.0009966513750333545,Others,3043,3114,-71
4 PINK FLOCK CHRISTMAS BALLS,22,0.12207979579379612,89.72,0.0009941029612895228,Others,2749,3115,-366
WOODEN BOX ADVENT CALENDAR ,5,0.027745408134953665,89.5,0.0009916653481432487,Others,3475,3116,359
MIRRORED WALL ART TABLE LAMP,31,0.17202153043671273,89.3,0.0009894493361920905,Others,2499,3117,-618
SET/3 TALL GLASS CANDLE HOLDER PINK,3,0.0166472448809722,89.22,0.0009885629314116274,Others,3640,3118,522
PINK STRING CURTAIN WITH POLE,8,0.04439265301592586,89.16,0.00098789812782628,Others,3277,3119,158
PINK HEART OF GLASS BRACELET,9,0.049941734642916596,89.12,0.0009874549254360486,Others,3218,3120,98
EASTER BUNNY WREATH,8,0.04439265301592586,89.1,0.0009872333242409326,Others,3277,3121,156
"ACRYLIC JEWEL ICICLE, PINK",17,0.09433438765884246,88.73,0.0009831337021312901,Others,2905,3122,-217
"ACRYLIC HANGING JEWEL,BLUE",22,0.12207979579379612,88.57,0.0009813608925703635,Others,2749,3123,-374
GREEN PEONY CUSHION COVER,6,0.0332944897619444,88.35,0.0009789232794240898,Others,3410,3124,286
S/3 PINK SQUARE PLANTERS ROSES,9,0.049941734642916596,88.22,0.000977482871655837,Others,3218,3125,93
RED GLASS TASSLE BAG CHARM,16,0.08878530603185172,88.03,0.0009753776603022369,Others,2935,3126,-191
12 HANGING EGGS HAND PAINTED,7,0.03884357138893513,87.36,0.0009679540202658571,Others,3346,3127,219
"FLOWER GLASS GARLD NECKL36""AMETHYST",10,0.05549081626990733,87.10000000000001,0.0009650732047293517,Others,3163,3128,35
SET/4 MODERN VINTAGE COTTON NAPKINS,23,0.12762887742078685,86.75,0.0009611951838148249,Others,2721,3129,-408
SET 10 CARDS 12 DAYS WRAP  17058,11,0.06103989789689806,86.58,0.0009593115736563405,Others,3117,3130,-13
S/6 SEW ON CROCHET FLOWERS,16,0.08878530603185172,86.27,0.0009558767551320455,Others,2935,3131,-196
YELLOW FLOWERS FELT HANDBAG KIT,17,0.09433438765884246,86.03,0.0009532175407906558,Others,2905,3132,-227
PINK CAT FLORAL CUSHION COVER ,17,0.09433438765884246,85.97,0.0009525527372053084,Others,2905,3133,-228
PAINTED SEA SHELL METAL WINDCHIME,8,0.04439265301592586,85.31,0.0009452398977664866,Others,3277,3134,143
PINK CANDYSTUFT ARTIFICIAL FLOWER,9,0.049941734642916596,84.63,0.0009377054571325491,Others,3218,3135,83
BLACK DIAMANTE EXPANDABLE RING,9,0.049941734642916596,84.59,0.0009372622547423174,Others,3218,3136,82
GOLDIE LOOKING MIRROR,6,0.0332944897619444,84.15,0.0009323870284497698,Others,3410,3137,273
SMALL BLUE PROVENCAL CERAMIC BALL,8,0.04439265301592586,84.14,0.0009322762278522118,Others,3277,3138,139
SET 4 PICNIC CUTLERY FONDANT,4,0.02219632650796293,83.85,0.0009290630105230325,Others,3551,3139,412
FROG CANDLE,19,0.10543255091282391,83.78,0.0009282874063401273,Others,2837,3140,-303
GOLD M.O.P ORBIT DROP EARRINGS,16,0.08878530603185172,83.78,0.0009282874063401273,Others,2935,3140,-205
Dotcomgiftshop Gift Voucher Â£100.00,1,0.005549081626990733,83.33,0.0009233013794500215,Others,3920,3142,778
GREEN HEART OF GLASS BRACELET,6,0.0332944897619444,83.29,0.00092285817705979,Others,3410,3143,267
PINK GLASS TASSLE BAG CHARM ,20,0.11098163253981466,82.98,0.0009194233585354949,Others,2804,3144,-340
BLUE WIRE SPIRAL CANDLE HOLDER,6,0.0332944897619444,82.57,0.0009148805340356207,Others,3410,3145,265
PINK AND BLACK STRING CURTAIN,5,0.027745408134953665,82.1,0.0009096729059503992,Others,3475,3146,329
TEATIME GEL PENS ASST,5,0.027745408134953665,82.08,0.0009094513047552834,Others,3475,3147,328
TROPICAL HOLIDAY PURSE ,18,0.09988346928583319,81.66,0.0009047976796578513,Others,2871,3148,-277
BLUE GLASS CHUNKY CHARM BRACELET,6,0.0332944897619444,80.55,0.0008924988133289239,Others,3410,3149,261
CHERRY BLOSSOM LUGGAGE TAG,32,0.17757061206370345,80.17999999999999,0.0008883991912192814,Others,2473,3150,-677
GOLD FABRIC MIRROR,27,0.1498252039287498,80.13,0.0008878451882314918,Others,2603,3151,-548
BUTTERFLY HAIR BAND,20,0.11098163253981466,80.12,0.000887734387633934,Others,2804,3152,-348
SET 36 COLOUR PENCILS DOILEY,3,0.0166472448809722,80.0,0.0008864047804632391,Others,3640,3153,487
GREEN GLASS TASSLE BAG CHARM,16,0.08878530603185172,79.76,0.0008837455661218494,Others,2935,3154,-219
PINK MURANO TWIST NECKLACE,6,0.0332944897619444,79.66,0.0008826375601462704,Others,3410,3155,255
RED PEONY CUSHION COVER ,5,0.027745408134953665,79.05,0.000875878723695238,Others,3475,3156,319
SMALL ZINC/GLASS CANDLEHOLDER,8,0.04439265301592586,78.92999999999999,0.0008745491165245431,Others,3277,3157,120
FLORAL BATHROOM SET,11,0.06103989789689806,78.75,0.000872554705768501,Others,3117,3158,-41
FIRE POLISHED GLASS BRACELET GREEN,9,0.049941734642916596,78.69,0.0008718899021831535,Others,3218,3159,59
CUBIC MUG FLOCK BLUE ON BROWN,21,0.1165307141668054,78.08999999999999,0.0008652418663296793,Others,2775,3160,-385
RASPBERRY ANT COPPER FLOWER NECKLAC,8,0.04439265301592586,77.91,0.000863247455573637,Others,3277,3161,116
CRYSTAL FROG PHONE CHARM,28,0.1553742855557405,77.78999999999999,0.0008619178484029421,Others,2576,3162,-586
PURPLE GLASS TASSLE BAG CHARM,14,0.07768714277787026,77.03999999999999,0.0008536078035860993,Others,3007,3163,-156
36 PENCILS TUBE POSY,20,0.11098163253981466,76.91,0.0008521673958178465,Others,2804,3164,-360
LAVENDER INCENSE 40 CONES IN TIN,9,0.049941734642916596,76.85,0.000851502592232499,Others,3218,3165,53
POLYESTER FILLER PAD 65CMx65CM,6,0.0332944897619444,76.5,0.0008476245713179724,Others,3410,3166,244
SWEETHEART CARRY-ALL BASKET,6,0.0332944897619444,76.44,0.000846959767732625,Others,3410,3167,243
BLACK VINT ART DEC CRYSTAL NECKLACE,6,0.0332944897619444,76.32,0.0008456301605619301,Others,3410,3168,242
PINK HEART RED HANDBAG,18,0.09988346928583319,76.14,0.0008436357498058879,Others,2871,3169,-298
BLACK SILOUETTE CANDLE PLATE,17,0.09433438765884246,75.64999999999999,0.0008382065205255504,Others,2905,3170,-265
CLEAR MILKSHAKE GLASS,5,0.027745408134953665,75.60000000000001,0.0008376525175377612,Others,3475,3171,304
POCKET MIRROR WOODLAND,19,0.10543255091282391,75.55,0.0008370985145499714,Others,2837,3172,-335
PINK GREEN EMBROIDERY COSMETIC BAG,19,0.10543255091282391,75.49,0.000836433710964624,Others,2837,3173,-336
"GREETING CARD,SQUARE, DOUGHNUTS",26,0.14427612230175907,75.42,0.0008356581067817186,Others,2633,3174,-541
PINK & WHITE ROSEBUD RING,14,0.07768714277787026,75.29,0.000834217699013466,Others,3007,3175,-168
EDWARDIAN DROP EARRINGS JET BLACK,19,0.10543255091282391,75.2,0.0008332204936354449,Others,2837,3176,-339
PERIWINKLE T-LIGHT HOLDER,17,0.09433438765884246,75.02,0.0008312260828794025,Others,2905,3177,-272
VINTAGE ENGRAVED HEART,4,0.02219632650796293,75.0,0.0008310044816842867,Others,3551,3178,373
Dotcomgiftshop Gift Voucher Â£10.00,8,0.04439265301592586,74.97,0.000830672079891613,Others,3277,3179,98
PAPER LANTERN 9 POINT HOLLY STAR 23,5,0.027745408134953665,74.7,0.0008276804637575495,Others,3475,3181,294
DOUBLE CERAMIC PARLOUR HOOK,4,0.02219632650796293,74.7,0.0008276804637575495,Others,3551,3181,370
ALUMINIUM HEART,6,0.0332944897619444,74.7,0.0008276804637575495,Others,3410,3181,229
MISELTOE HEART WREATH WHITE,2,0.011098163253981465,74.69999999999999,0.0008276804637575493,Others,3762,3183,579
ASSORTED FARMYARD ANIMALS IN BUCKET,9,0.049941734642916596,74.58,0.0008263508565868546,Others,3218,3184,34
"DECORATION HEN ON NEST, HANGING",6,0.0332944897619444,74.43,0.0008246888476234862,Others,3410,3185,225
LILY BROOCH AMETHYST COLOUR,8,0.04439265301592586,74.25,0.0008226944368674439,Others,3277,3186,91
"TUMBLER, BAROQUE",6,0.0332944897619444,74.14,0.0008214756302943069,Others,3410,3187,223
SET OF 12 MINI BUNNIES IN A BUCKET,19,0.10543255091282391,73.5,0.0008143843920506009,Others,2837,3188,-351
"LETTER ""C"" BLING KEY RING",33,0.1831196936906942,72.77,0.0008062959484288738,Others,2450,3189,-739
FIRST CLASS HOLIDAY PURSE ,19,0.10543255091282391,72.72,0.0008057419454410844,Others,2837,3190,-353
EASTER BUNNY WITH BASKET ON BACK,20,0.11098163253981466,72.63,0.0008047447400630632,Others,2804,3191,-387
WATERMELON BATH SPONGE,10,0.05549081626990733,72.49,0.0008031935316972525,Others,3163,3192,-29
4 BURGUNDY WINE DINNER CANDLES,13,0.07213806115087953,72.46,0.0008028611299045788,Others,3043,3193,-150
BLACK GRAND BAROQUE PHOTO FRAME,7,0.03884357138893513,72.44,0.0008026395287094631,Others,3346,3194,152
LUSH GREENS RIBBONS,15,0.083236224404861,72.42,0.0008024179275143472,Others,2970,3195,-225
PINK STOCKING CHRISTMAS DECORATION,15,0.083236224404861,72.07,0.0007985399065998205,Others,2970,3196,-226
SMOKEY GREY COLOUR GLASS,14,0.07768714277787026,72.0,0.0007977643024169153,Others,3007,3197,-190
AMETHYST DIAMANTE EXPANDABLE RING,11,0.06103989789689806,71.52000000000001,0.000792445873734136,Others,3117,3198,-81
"FLOWER GLASS GARLAND NECKL.36""BLUE",5,0.027745408134953665,71.4,0.000791116266563441,Others,3475,3199,276
NECKLACE+BRACELET SET BLUE HIBISCUS,14,0.07768714277787026,71.27999999999999,0.0007897866593927459,Others,3007,3200,-193
SET OF 36 VINTAGE CHRISTMAS DOILIES,8,0.04439265301592586,71.27,0.0007896758587951882,Others,3277,3201,76
ORIGAMI VANILLA INCENSE CONES,8,0.04439265301592586,71.19,0.0007887894540147248,Others,3277,3202,75
GREEN PAIR HEART HAIR SLIDES,13,0.07213806115087953,71.11,0.0007879030492342618,Others,3043,3203,-160
FOLK ART METAL HEART T-LIGHT HOLDER,16,0.08878530603185172,71.08,0.0007875706474415879,Others,2935,3204,-269
YELLOW POT PLANT CANDLE,9,0.049941734642916596,71.05,0.0007872382456489142,Others,3218,3205,13
"LETTER ""S"" BLING KEY RING",41,0.22751234670662004,71.0,0.0007866842426611248,Others,2276,3206,-930
DIAMOND LAS VEGAS NECKLACE 45CM,8,0.04439265301592586,70.97,0.000786351840868451,Others,3277,3207,70
CONGRATULATIONS BUNTING,3,0.0166472448809722,70.85,0.000785022233697756,Others,3640,3208,432
